Date;MaxT;MinT;WindSpeed;Humidity ;Precipitation
26/04/2009 00:00;37,27;28,06;2,86;46,32;0
27/04/2009 00:00;37,26;27,85;2,32;44,56;0
28/04/2009 00:00;37,2;27,49;2,57;43,24;0
29/04/2009 00:00;37,24;27,65;2,63;42,27;0
30/04/2009 00:00;37,6;28,04;2,67;43,02;0
01/05/2009 00:00;37,49;28,29;2,96;48,02;0
02/05/2009 00:00;37,58;28,52;3,13;44,43;0
03/05/2009 00:00;38,07;28,44;3,11;41,21;0
04/05/2009 00:00;37,08;25,06;3,62;42,32;6,89
05/05/2009 00:00;36,62;24,96;3,63;43,87;0
06/05/2009 00:00;37,81;26,81;2,95;43,35;0
07/05/2009 00:00;37,78;28,33;2,84;41,77;0
08/05/2009 00:00;37,25;28,61;3,41;42,27;0
09/05/2009 00:00;38,13;28,21;2,95;44,58;0
10/05/2009 00:00;38,54;28,89;3,7;35,91;0
11/05/2009 00:00;39,14;29,35;3,49;31,82;0
12/05/2009 00:00;38,18;29,07;3,03;40,33;0
13/05/2009 00:00;37,92;29,4;2,98;41,87;0
14/05/2009 00:00;37,54;29,37;4;48,97;6,57
15/05/2009 00:00;37,45;28,56;3,14;55,21;0
16/05/2009 00:00;36,8;27,79;3,01;59,39;0
17/05/2009 00:00;36,8;28,73;3,03;49,81;0
18/05/2009 00:00;36,73;28,03;2,8;58,28;0
19/05/2009 00:00;36,86;28,99;2,71;54,25;9,1
20/05/2009 00:00;35,51;28,37;3,41;63,99;0
21/05/2009 00:00;36,34;26,98;2,87;56,25;19,06
22/05/2009 00:00;36,48;26,54;3,62;57,1;0
23/05/2009 00:00;36,93;27,49;4,54;56,97;12,71
24/05/2009 00:00;37,84;26,93;4,54;59,47;5,92
25/05/2009 00:00;40,56;29,32;5,42;53,97;0
26/05/2009 00:00;40,68;29,81;3,81;45,53;0
27/05/2009 00:00;38,24;29,24;3,41;47,74;0
28/05/2009 00:00;37,02;29,25;3,13;45,43;0
29/05/2009 00:00;37,29;29,49;3,86;52,46;5,95
30/05/2009 00:00;32,63;27,15;3,18;54,51;5,95
31/05/2009 00:00;37,41;28,75;3,62;48,37;0
01/06/2009 00:00;38;28,25;4,89;59,86;0
02/06/2009 00:00;40,32;28,05;4,56;51,15;0
03/06/2009 00:00;40,93;29,51;4,94;51,44;0
04/06/2009 00:00;40,55;29,57;5,56;54,36;0
05/06/2009 00:00;36,67;28,17;5,61;60,27;0
06/06/2009 00:00;35,04;27,8;4,84;59,66;13,54
07/06/2009 00:00;37,23;28,33;3,95;54,98;0
08/06/2009 00:00;39,14;28,29;5,53;45;0
09/06/2009 00:00;41,81;30,58;4,54;38,74;0
10/06/2009 00:00;40,55;30,53;4;47,75;3,91
11/06/2009 00:00;33,68;26,22;4,32;57,74;18,62
12/06/2009 00:00;33,59;27,03;4,98;51,6;6,21
13/06/2009 00:00;37,09;26,71;4,22;51,03;0
14/06/2009 00:00;39,45;29,29;4,18;52,82;0
15/06/2009 00:00;40,38;29,29;4,44;53,49;0
16/06/2009 00:00;40,59;29,26;4,69;51,66;0
17/06/2009 00:00;33,55;29,54;4,24;47,08;0
18/06/2009 00:00;38,07;30,33;3,78;56,22;3,36
19/06/2009 00:00;37,17;29,99;3,54;53,16;0
20/06/2009 00:00;32,77;28,05;4,01;55,41;15,31
21/06/2009 00:00;37,29;28,03;4,21;55,19;5,68
22/06/2009 00:00;40,02;29,44;4,8;57,72;0
23/06/2009 00:00;39,82;29,54;5,31;60,09;0
24/06/2009 00:00;37,9;29,9;5,3;53,97;8,22
25/06/2009 00:00;32,61;27;5,03;58,56;17,04
26/06/2009 00:00;34,86;28,68;5,61;62,25;0
27/06/2009 00:00;36,13;28,51;5,32;62,68;0
28/06/2009 00:00;35,87;28,07;4,66;66,6;11
29/06/2009 00:00;36,23;27,85;3,89;65,75;7,66
30/06/2009 00:00;35,23;27,63;4,34;68,35;18,66
01/07/2009 00:00;35,34;26,98;3,67;70,08;6,6
02/07/2009 00:00;35,06;27,53;4,84;70,93;14,83
03/07/2009 00:00;34,16;26,59;5,06;70,74;11,59
04/07/2009 00:00;32,12;26,71;4,83;70,14;4,92
05/07/2009 00:00;31,26;25,85;4,26;69,92;9,91
06/07/2009 00:00;31,9;26,62;4,61;78,08;18,68
07/07/2009 00:00;32,27;26,48;4,78;71,24;16,81
08/07/2009 00:00;31,84;25,86;5,23;79,22;3,74
09/07/2009 00:00;30,09;25,79;4,78;73,01;9,34
10/07/2009 00:00;33,4;26,38;4,85;78,07;0
11/07/2009 00:00;35,45;26,67;5,32;68,98;0
12/07/2009 00:00;36,06;28,97;5,64;68,77;6,57
13/07/2009 00:00;30,5;26,37;6,31;67,76;23
14/07/2009 00:00;30,69;25,67;6,21;73,87;16,43
15/07/2009 00:00;32,03;25,74;6,14;80,11;6,39
16/07/2009 00:00;34,67;26,3;5,93;70,41;0
17/07/2009 00:00;35,01;27,51;5,25;65,32;2,88
18/07/2009 00:00;35,16;27,58;5,82;69,86;3,17
19/07/2009 00:00;32,12;27,61;5,89;69;15,87
20/07/2009 00:00;31,54;25,65;6,34;70,12;3,17
21/07/2009 00:00;31,63;26,23;6,32;76,82;18,43
22/07/2009 00:00;33,54;26,35;6,56;77,66;0
23/07/2009 00:00;34,79;27,11;5,63;68,71;0
24/07/2009 00:00;36,32;27,75;5,13;62,59;0
25/07/2009 00:00;36,36;27,89;5,5;62,53;0
26/07/2009 00:00;35,52;27,61;5,38;66,84;11,43
27/07/2009 00:00;33,96;26,89;5,2;71,61;0
28/07/2009 00:00;35,34;27,95;5,41;74,63;0
29/07/2009 00:00;35,57;27,58;4,74;72,11;8,97
30/07/2009 00:00;35,08;27,21;3,77;69,98;0
31/07/2009 00:00;35,9;27,21;3,84;71,16;11,43
01/08/2009 00:00;36,62;27,46;4,64;73,32;0
02/08/2009 00:00;37,45;28,21;4,61;69,06;0
03/08/2009 00:00;37,87;29,09;4,59;66,18;0
04/08/2009 00:00;37,21;28,19;5,25;68,61;5,52
05/08/2009 00:00;36,92;28,88;5,35;70,45;0
06/08/2009 00:00;37,56;28,59;4,77;63,67;0
07/08/2009 00:00;37,43;29,27;5,44;61,84;0
08/08/2009 00:00;37,17;28,78;4,43;65,13;0
09/08/2009 00:00;36,62;28,75;4,29;74,2;0
10/08/2009 00:00;35,31;26,92;4,22;72,25;9,02
11/08/2009 00:00;34,37;26,62;3,45;76,69;0
12/08/2009 00:00;34,41;27,41;3,32;71,11;0
13/08/2009 00:00;35,69;28,23;3,65;72,4;0
14/08/2009 00:00;35,43;26,5;3,34;74,43;21,53
15/08/2009 00:00;31,26;26,41;2,91;83,32;9,2
16/08/2009 00:00;34,02;26,04;2,75;84,01;0
17/08/2009 00:00;33,88;27,06;2,12;79,69;6,92
18/08/2009 00:00;33,6;26,44;2,2;77,21;0
19/08/2009 00:00;33,62;27,69;2,44;75,6;6,93
20/08/2009 00:00;29,28;25,02;1,93;84,69;31,18
21/08/2009 00:00;32,11;25,44;2,39;77,2;5,76
22/08/2009 00:00;32,38;25,86;2,35;79,21;5,18
23/08/2009 00:00;33,07;26,48;2,38;78,19;14,12
24/08/2009 00:00;30,12;25,84;2,89;81,12;28,83
25/08/2009 00:00;29,33;25,26;4,34;74,88;5,76
26/08/2009 00:00;31,5;25,15;4,35;82,41;0
27/08/2009 00:00;32,29;26,15;4,66;86,46;13,67
28/08/2009 00:00;33,13;27,02;4,45;74,88;0
29/08/2009 00:00;35,19;27,36;3,93;74,51;13,67
30/08/2009 00:00;35,28;24,94;3,89;75,01;27,33
31/08/2009 00:00;32,57;24,38;3,01;88,95;0
01/09/2009 00:00;32,22;25,58;2,76;86,85;4,67
02/09/2009 00:00;32,63;26,05;3,58;81,28;6,3
03/09/2009 00:00;32,47;26,05;4,07;80,51;12,59
04/09/2009 00:00;33,27;26,44;4,62;82,4;0
05/09/2009 00:00;32,82;27,45;5,37;83,06;4,67
06/09/2009 00:00;32,56;27,07;5,07;80,35;9,11
07/09/2009 00:00;34,96;27,05;4,66;74,72;0
08/09/2009 00:00;34,41;27,55;4,28;74,26;0
09/09/2009 00:00;35,16;27,51;4,16;78,8;0
10/09/2009 00:00;35,63;27,68;3,86;75,14;0
11/09/2009 00:00;33,81;27,64;2,13;77,05;0
12/09/2009 00:00;35,31;27,57;1,67;69,64;2,39
13/09/2009 00:00;35,16;27,21;1,63;71,29;0
14/09/2009 00:00;35,36;27,12;2,35;69,83;4,77
15/09/2009 00:00;36,32;26,74;2,34;69,25;0
16/09/2009 00:00;37,12;27,52;2,43;73,75;0
17/09/2009 00:00;36,37;27,08;2,17;73,55;0
18/09/2009 00:00;35,1;27,37;2,15;68,37;3,12
19/09/2009 00:00;32,66;26,86;1,7;70,5;7,61
20/09/2009 00:00;33,22;26,3;1,89;67,64;3,12
21/09/2009 00:00;34,79;27,25;1,82;77,39;0
22/09/2009 00:00;32,58;26,9;1,74;78,32;7,42
23/09/2009 00:00;34,82;26,25;2,1;74,36;0
24/09/2009 00:00;36,01;27,42;3,23;68;0
25/09/2009 00:00;36,09;28,19;3,41;64,76;0
26/09/2009 00:00;34,18;25,68;3,52;68,77;11,27
27/09/2009 00:00;31,41;25,35;3;77,27;7,51
28/09/2009 00:00;32,92;26,15;2,63;75,29;15,02
29/09/2009 00:00;29,78;25,71;3,39;74,79;30,05
30/09/2009 00:00;29,75;25,52;3,37;84,83;18,78
01/10/2009 00:00;31,63;26,1;3,91;77,9;15,37
02/10/2009 00:00;31,39;26,7;3,53;83,31;0
03/10/2009 00:00;30,4;26,15;3,12;75,6;24,88
04/10/2009 00:00;31,15;26,8;4,78;80,52;6,22
05/10/2009 00:00;33,06;27,02;4,93;76,37;0
06/10/2009 00:00;32,54;26,69;4,15;78,12;6,29
07/10/2009 00:00;33,47;27,9;3,16;74,38;4,43
08/10/2009 00:00;34,6;27,08;2,59;66,53;0
09/10/2009 00:00;34,88;26,72;1,9;69,49;0
10/10/2009 00:00;33,76;27,1;1,78;73,45;0
11/10/2009 00:00;32,86;26,36;1,88;68,32;5,82
12/10/2009 00:00;33,99;26,03;1,65;66,87;0
13/10/2009 00:00;33,44;25,59;1,71;70,24;0
14/10/2009 00:00;34,46;25,43;1,73;69,82;0
15/10/2009 00:00;33,9;24,55;1,4;67,8;0
16/10/2009 00:00;34,46;24,48;1,14;67,07;0
17/10/2009 00:00;34,59;24,64;1,48;67,81;0
18/10/2009 00:00;34,97;24,95;1,67;62,41;0
19/10/2009 00:00;34,93;25,02;1,27;63,89;0
20/10/2009 00:00;35,46;24,53;1,23;66,43;0
21/10/2009 00:00;34,76;24,36;2,06;63,94;0
22/10/2009 00:00;35,42;23,8;1,88;61,6;0
23/10/2009 00:00;34,78;22,95;1,8;61,65;0
24/10/2009 00:00;33,54;21,54;1,89;63,19;0
25/10/2009 00:00;33,08;21,52;1,87;64,49;0
26/10/2009 00:00;33,01;21,98;2,17;57,89;0
27/10/2009 00:00;33,1;22,29;1,94;64,96;0
28/10/2009 00:00;33,39;23,6;2,28;66,61;0
29/10/2009 00:00;32,03;24,25;2,19;69;0
30/10/2009 00:00;33,26;23,93;2,15;69,42;0
31/10/2009 00:00;33,06;23,87;2,53;67,85;0
01/11/2009 00:00;33,38;22,56;2,24;68,74;0
02/11/2009 00:00;33,21;21,84;2,75;65,01;0
03/11/2009 00:00;32,26;23,13;2,4;72,2;0
04/11/2009 00:00;31,41;24,26;2,56;76,22;0
05/11/2009 00:00;31,09;24,85;3;83,24;0
06/11/2009 00:00;29,68;24,6;2,69;80,97;0
07/11/2009 00:00;30,32;24,3;2,69;88,37;7,38
08/11/2009 00:00;30,6;24,95;3,14;80,03;0
09/11/2009 00:00;32,24;26,21;2,53;88,78;0
10/11/2009 00:00;32,56;24,83;3,21;91,3;0
11/11/2009 00:00;29,9;24,91;3,77;81,66;0
12/11/2009 00:00;32,01;25,44;2,49;78,42;0
13/11/2009 00:00;33,22;26,35;2,89;79,57;0
14/11/2009 00:00;33,46;25,59;2,6;78,11;0
15/11/2009 00:00;33,14;25,07;2,36;86,13;0
16/11/2009 00:00;33,32;25,6;2,56;82,18;0
17/11/2009 00:00;31,61;24,84;2,06;77,63;7,35
18/11/2009 00:00;30,89;24,97;1,54;83,58;0
19/11/2009 00:00;31,19;24,76;2,19;77,39;14,76
20/11/2009 00:00;31,1;24,73;1,79;73,22;7,14
21/11/2009 00:00;31,23;24,32;1,7;71,69;5,99
22/11/2009 00:00;31,15;23,79;1,99;74,41;0
23/11/2009 00:00;30,7;24,17;2,01;75,74;0
24/11/2009 00:00;31,13;23,34;1,68;74,67;0
25/11/2009 00:00;31,03;22,1;1,98;76,15;0
26/11/2009 00:00;30,83;21,17;2,03;69,42;0
27/11/2009 00:00;30,68;20,82;2,41;64,6;0
28/11/2009 00:00;30,2;19,71;2,27;71,1;0
29/11/2009 00:00;29,87;18,99;1,88;67,86;0
30/11/2009 00:00;29,48;18,68;1,97;67,28;0
01/12/2009 00:00;30,21;19,12;2,05;72,97;0
02/12/2009 00:00;30,52;20,4;1,99;67,22;0
03/12/2009 00:00;29,8;20,23;1,73;72,66;0
04/12/2009 00:00;30,26;20,39;1,91;75,56;0
05/12/2009 00:00;30,27;20,42;2,2;70,67;0
06/12/2009 00:00;30,27;20,02;1,89;72,12;0
07/12/2009 00:00;30,24;20,27;2,06;71,27;0
08/12/2009 00:00;30,47;21,04;2,38;71,67;0
09/12/2009 00:00;30,43;20,65;2,18;70,57;0
10/12/2009 00:00;30,65;20,55;2,19;71,61;0
11/12/2009 00:00;30,23;21,14;2,35;71,3;0
12/12/2009 00:00;30,08;21,31;2,29;80,5;0
13/12/2009 00:00;30,43;21,2;2,66;75,68;0
14/12/2009 00:00;30,65;20,32;2,5;76,88;0
15/12/2009 00:00;30,52;21,1;2,55;76,31;0
16/12/2009 00:00;28,9;21,87;2,59;75,42;0
17/12/2009 00:00;28,64;21,3;3,15;81,73;0
18/12/2009 00:00;30,56;20,9;2,4;73,59;0
19/12/2009 00:00;30,64;22,3;2,81;79,64;0
20/12/2009 00:00;30,45;22,4;2,77;77,25;3,18
21/12/2009 00:00;29,97;22,91;3,07;77,04;2,06
22/12/2009 00:00;29,6;21,5;2,69;73,22;0
23/12/2009 00:00;29,29;20,59;2,42;65,36;0
24/12/2009 00:00;29,08;19,56;2,86;68,07;0
25/12/2009 00:00;29,35;17,58;2,11;70,3;0
26/12/2009 00:00;29,23;17,19;2,01;72,28;0
27/12/2009 00:00;29,46;18;2,32;72,52;0
28/12/2009 00:00;29,11;18,53;2,84;70,36;0
29/12/2009 00:00;29,19;19,58;2,68;75,8;0
30/12/2009 00:00;29,58;20,43;1,97;80,26;0
31/12/2009 00:00;30,01;21,31;1,59;78,74;0
01/01/2010 00:00;29,73;20,48;2,46;74,24;0
02/01/2010 00:00;28,67;20,82;2,29;70,12;0
03/01/2010 00:00;29,42;18,84;2,03;71,38;0
04/01/2010 00:00;29,84;18,51;2,21;61,6;0
05/01/2010 00:00;30,09;19,65;1,99;68,04;0
06/01/2010 00:00;29,71;19,34;2,55;72,6;0
07/01/2010 00:00;29,08;19,47;2,4;65,81;0
08/01/2010 00:00;28,8;20,25;2,17;75,26;0
09/01/2010 00:00;27,49;22,67;2,32;84,83;0
10/01/2010 00:00;29,68;23,27;2,54;73,17;0
11/01/2010 00:00;30,98;24,1;2,49;71,14;0
12/01/2010 00:00;31,89;23,81;1,93;72,64;0
13/01/2010 00:00;30,86;24,1;1,79;84,92;0
14/01/2010 00:00;30,9;24,62;2,67;78,79;0
15/01/2010 00:00;29,45;24,07;2,79;71,77;0
16/01/2010 00:00;29,63;22,52;2,54;71,73;0
17/01/2010 00:00;29,72;21,61;2,09;72,16;0
18/01/2010 00:00;29,61;21,28;2,09;74,66;0
19/01/2010 00:00;29,99;20,12;2,19;69,08;0
20/01/2010 00:00;30,08;19,18;2,13;65,24;0
21/01/2010 00:00;29,87;18,14;2,26;61,03;0
22/01/2010 00:00;29,79;17,82;1,98;62,85;0
23/01/2010 00:00;29,41;17,94;2,14;59,63;0
24/01/2010 00:00;28,38;18,34;1,89;73,01;0
25/01/2010 00:00;29,84;18,84;2,15;71,06;0
26/01/2010 00:00;30,24;19,47;2,17;66;0
27/01/2010 00:00;30,3;20,16;2,17;63,99;0
28/01/2010 00:00;30,13;20,72;2,73;68,96;0
29/01/2010 00:00;30,09;20,49;2,8;70,52;0
30/01/2010 00:00;30,12;19,94;2,62;63,45;0
31/01/2010 00:00;30,34;19,19;2,2;63,23;0
01/02/2010 00:00;30,07;19,2;2,3;62,92;0
02/02/2010 00:00;30,22;19,62;2,82;63,24;0
03/02/2010 00:00;30,75;19,54;2,86;61,24;0
04/02/2010 00:00;30,71;19,69;2,91;60,82;0
05/02/2010 00:00;30,37;19,62;2,46;65,68;0
06/02/2010 00:00;30,62;21,02;2,38;67,12;0
07/02/2010 00:00;30,67;21,09;2,52;67,1;0
08/02/2010 00:00;31,35;18,88;1,99;64,01;0
09/02/2010 00:00;31,58;18,62;2,37;61,79;0
10/02/2010 00:00;30,49;18,72;2,67;77,11;0
11/02/2010 00:00;30,89;20,06;3,34;73,02;0
12/02/2010 00:00;31,09;20,54;2,78;61,64;0
13/02/2010 00:00;31,23;20,66;2,83;56,16;0
14/02/2010 00:00;32,16;21,07;2,4;67,2;0
15/02/2010 00:00;32,26;21,37;3,07;65,52;0
16/02/2010 00:00;31,92;22,77;2,81;71,34;0
17/02/2010 00:00;32,84;22,29;2,4;77,48;0
18/02/2010 00:00;33,63;22,59;2,48;70,71;0
19/02/2010 00:00;33,05;22,83;2,63;63,32;0
20/02/2010 00:00;32,43;23,44;2,38;65,62;0
21/02/2010 00:00;32,74;24,2;2,14;68,35;0
22/02/2010 00:00;33,05;23,62;2,38;69,36;0
23/02/2010 00:00;33,87;24,21;2,09;67,8;0
24/02/2010 00:00;33,23;23,96;2,58;70,22;0
25/02/2010 00:00;34,2;24,42;2,46;70,92;0
26/02/2010 00:00;33,46;24,51;2,32;61,9;0
27/02/2010 00:00;33,83;22,85;2,45;55,14;0
28/02/2010 00:00;34,11;22,38;2,06;54,1;0
01/03/2010 00:00;34,29;23,04;2,1;50,27;0
02/03/2010 00:00;34,29;23,03;2,22;53,55;0
03/03/2010 00:00;34,98;23,45;2,28;56,32;0
04/03/2010 00:00;33,89;23,32;2,35;50,29;0
05/03/2010 00:00;34,77;24,01;2,24;52,72;0
06/03/2010 00:00;35,3;24,56;2,57;54,45;0
07/03/2010 00:00;35,51;25,87;2,96;56,86;0
08/03/2010 00:00;34,97;25,75;1,85;50,47;0
09/03/2010 00:00;33,71;25,41;2,89;54,62;0
10/03/2010 00:00;33,5;25,87;2,74;57,78;0
11/03/2010 00:00;33,58;25,13;2,6;61,36;0
12/03/2010 00:00;33,77;24,94;2,58;63,07;0
13/03/2010 00:00;35,05;25,1;2,06;59,52;2,6
14/03/2010 00:00;34,64;25,96;2,57;59,29;2,6
15/03/2010 00:00;36,09;25,09;2,22;57,01;0
16/03/2010 00:00;35;25,23;2,01;55,35;0
17/03/2010 00:00;34,57;24,74;2,25;59,3;0
18/03/2010 00:00;33,81;24,51;2,35;59,33;0
19/03/2010 00:00;36,2;23,99;2,17;49,27;0
20/03/2010 00:00;35,82;24,13;2,4;55,58;0
21/03/2010 00:00;36,57;23,43;2,32;52,42;0
22/03/2010 00:00;36,63;24,41;2,36;52,53;0
23/03/2010 00:00;35,3;24,15;2,4;51,93;0
24/03/2010 00:00;34,38;25,63;2,71;61,91;0
25/03/2010 00:00;34,83;25,75;2,45;61,62;0
26/03/2010 00:00;34,29;25,3;2,52;54,3;0
27/03/2010 00:00;34,88;24,91;2,86;60,32;0
28/03/2010 00:00;35,68;26,58;2,89;58,59;0
29/03/2010 00:00;35,54;26,66;2,73;60,56;0
30/03/2010 00:00;36,02;27,48;3,15;62,18;0
31/03/2010 00:00;36,28;28,64;2,88;49,58;0
01/04/2010 00:00;37,16;28,01;3,3;50,13;0
02/04/2010 00:00;37,27;26,99;2,93;55,18;0
03/04/2010 00:00;36,56;27,04;2,64;59,74;0
04/04/2010 00:00;36,55;27,3;2,28;61,64;0
05/04/2010 00:00;37,08;26,89;2,03;63,24;0
06/04/2010 00:00;37,36;26,69;3,19;58,82;0
07/04/2010 00:00;36,78;27,2;2,77;53,95;0
08/04/2010 00:00;36,37;27,02;2,23;63,38;0
09/04/2010 00:00;37,15;27,22;2,27;58,77;0
10/04/2010 00:00;37,47;27,41;3,09;51,27;0
11/04/2010 00:00;37,29;27,93;1,56;56,95;0
12/04/2010 00:00;36,67;28,21;2,8;58,73;0
13/04/2010 00:00;37,28;29,06;3,24;60,87;0
14/04/2010 00:00;37,02;29;2,69;60,27;0
15/04/2010 00:00;37,48;28,4;3,09;61,99;0
16/04/2010 00:00;36,55;28,17;2,51;53,13;0
17/04/2010 00:00;36,96;26,93;3,04;59,28;0
18/04/2010 00:00;37,55;27,98;2,87;58,23;0
19/04/2010 00:00;37,31;28,61;3,27;47,01;0
20/04/2010 00:00;37,94;29,36;3,36;52,18;0
21/04/2010 00:00;37,09;26,57;3,51;51,33;13,73
22/04/2010 00:00;37,1;27,22;3,13;44,52;0
23/04/2010 00:00;37,09;28,8;3,15;49,89;0
24/04/2010 00:00;37,98;27,37;3,07;50,47;0
25/04/2010 00:00;37,02;27,94;3,03;45,13;0
26/04/2010 00:00;37,48;27,76;3,42;59,97;0
27/04/2010 00:00;37,2;27,09;3;63,04;0
28/04/2010 00:00;37,35;27,51;3,14;59,43;0
29/04/2010 00:00;35,95;28;3,36;59,65;0
30/04/2010 00:00;36,29;28,07;2,94;63,07;0
01/05/2010 00:00;35,7;28,3;2,38;56,43;0
02/05/2010 00:00;37,31;27,16;2,56;59,1;0
03/05/2010 00:00;37,11;28,03;2,99;58,27;0
04/05/2010 00:00;36,87;27,06;2,72;57,81;4,95
05/05/2010 00:00;37,08;27,55;2,64;52,3;0
06/05/2010 00:00;37,08;28,45;3;50,01;0
07/05/2010 00:00;36,98;27,72;3,26;63,41;0
08/05/2010 00:00;37,81;28,7;2,72;57,15;0
09/05/2010 00:00;39,21;29,3;3,2;46,51;0
10/05/2010 00:00;39,68;29,21;2,92;52,01;0
11/05/2010 00:00;39,32;29,89;2,77;48,48;0
12/05/2010 00:00;38,45;30,24;2,71;51,66;0
13/05/2010 00:00;38,54;29,9;2,96;48,05;0
14/05/2010 00:00;38,57;29,48;3,15;52,72;0
15/05/2010 00:00;38,04;29,02;2,99;59,01;0
16/05/2010 00:00;38,39;29,5;2,72;53,58;0
17/05/2010 00:00;38,15;29,05;2,63;54,69;0
18/05/2010 00:00;37,58;28,86;2,6;59,18;19,31
19/05/2010 00:00;30,06;26,19;3,12;71,45;33,8
20/05/2010 00:00;29,69;26,17;3,09;67,48;33,8
21/05/2010 00:00;29,06;25,8;2,41;65,44;21,92
22/05/2010 00:00;32,97;25,94;3,6;63,67;5,22
23/05/2010 00:00;35,16;28,01;4,17;60,28;10,96
24/05/2010 00:00;39,31;28,72;4,61;50,31;0
25/05/2010 00:00;40,43;30,49;5,36;58,2;0
26/05/2010 00:00;41,69;30,9;6,44;48,6;0
27/05/2010 00:00;41,46;30,56;4,87;49,14;0
28/05/2010 00:00;41,82;30,46;4,73;48,52;0
29/05/2010 00:00;40,33;30,83;4,18;49,49;0
30/05/2010 00:00;40,6;31,07;4,69;45,71;0
31/05/2010 00:00;41,21;30,44;4,21;47,68;0
01/06/2010 00:00;41,83;30,71;4,2;50,5;0
02/06/2010 00:00;41,96;30,63;4,35;51,55;0
03/06/2010 00:00;42,17;30,81;3,93;45,35;0
04/06/2010 00:00;37,21;30,23;4,07;50,18;0
05/06/2010 00:00;35,5;28,24;4,45;51,24;7,84
06/06/2010 00:00;41,33;29,64;5,17;56,33;0
07/06/2010 00:00;43,09;30,7;4,84;48,21;0
08/06/2010 00:00;38,7;28,49;4,64;48,03;0
09/06/2010 00:00;35,28;28,06;2,35;66,82;12,47
10/06/2010 00:00;35,73;27,57;2,93;51,9;0
11/06/2010 00:00;35,24;27,85;2,86;70,03;10,51
12/06/2010 00:00;31,96;26,84;3,07;61,07;19,14
13/06/2010 00:00;33,24;26,57;3,02;55,74;12,94
14/06/2010 00:00;33,68;26,82;4,36;62,27;12,94
15/06/2010 00:00;34,78;26,67;5,28;68,48;4,31
16/06/2010 00:00;35,1;26,51;5,01;79,37;7,92
17/06/2010 00:00;34,68;28,08;4,93;77,44;5,45
18/06/2010 00:00;33,52;26,23;4,22;78,65;0
19/06/2010 00:00;30,82;26,49;3,17;72,93;21,8
20/06/2010 00:00;31,7;25,6;3,41;82,58;16,35
21/06/2010 00:00;33,1;26,97;3,92;81,85;4,78
22/06/2010 00:00;34,57;28,11;4,61;73,13;0
23/06/2010 00:00;34,93;28,99;4,3;74,13;6,72
24/06/2010 00:00;30,19;26,96;4,62;74,24;11,49
25/06/2010 00:00;34,71;27;4,32;66,56;0
26/06/2010 00:00;37,07;27,99;3,8;70,41;5,09
27/06/2010 00:00;36,94;28,38;4,08;76,12;0
28/06/2010 00:00;37,63;28,92;4,09;74,51;0
29/06/2010 00:00;37,19;28,02;3,89;70,78;0
30/06/2010 00:00;36,22;26,14;3,83;74,78;25,74
01/07/2010 00:00;31,42;26,45;3,95;79,83;8,08
02/07/2010 00:00;29,81;25,6;5,02;80,62;12,13
03/07/2010 00:00;32,78;27,11;4,26;74,9;8,08
04/07/2010 00:00;31,12;26,22;4,32;76,52;4,04
05/07/2010 00:00;29,93;24,76;4,01;76,39;24,25
06/07/2010 00:00;29,56;24,74;3,41;83,27;0
07/07/2010 00:00;27,78;25,18;3,52;80,35;41,72
08/07/2010 00:00;30,28;24,36;3,19;90,75;0
09/07/2010 00:00;33,39;26,13;3,53;80,06;0
10/07/2010 00:00;34;26,78;3,23;79,51;13,91
11/07/2010 00:00;32,61;28,18;3,81;76,28;0
12/07/2010 00:00;29,2;25,8;3,12;84,1;28,89
13/07/2010 00:00;33,89;26,59;4,11;77,81;8,38
14/07/2010 00:00;34,91;28,11;3,98;76,24;0
15/07/2010 00:00;33,85;28,14;3,48;77,82;0
16/07/2010 00:00;30,72;26,68;3,52;77,04;17,04
17/07/2010 00:00;32,24;26,11;3,15;84,83;0
18/07/2010 00:00;33,86;26,92;3,61;85,58;0
19/07/2010 00:00;34,56;27,64;3,74;78,77;11,36
20/07/2010 00:00;33,25;26,7;4,17;85,76;11,36
21/07/2010 00:00;29,55;25,59;4,32;85,3;18,75
22/07/2010 00:00;32,11;26,21;4,74;85,8;6,25
23/07/2010 00:00;33,24;26,58;4,2;82,47;6,25
24/07/2010 00:00;26,89;25,23;4,96;79,1;43,76
25/07/2010 00:00;27,3;24,72;5,92;82,42;37,51
26/07/2010 00:00;31,54;26,03;5,58;80,07;0
27/07/2010 00:00;31,89;26,4;4,63;77,87;0
28/07/2010 00:00;29,45;25,88;4,1;83,57;15,45
29/07/2010 00:00;29,8;25,83;4,15;79,61;7,73
30/07/2010 00:00;30,82;25,69;4,83;82,78;7,73
31/07/2010 00:00;32,49;25,59;5,1;81,59;7,73
01/08/2010 00:00;33,73;26,83;5,15;78,77;0
02/08/2010 00:00;32,91;27,81;5,24;76,59;4,83
03/08/2010 00:00;31,42;27,13;5,2;80,35;12,92
04/08/2010 00:00;29,71;26,23;4,74;76,86;21,02
05/08/2010 00:00;29,33;25,66;4,45;78,82;9,69
06/08/2010 00:00;30,24;25,55;5,48;83,84;0
07/08/2010 00:00;32,77;25,05;4,12;77,76;0
08/08/2010 00:00;34,16;26,28;3,3;81,13;0
09/08/2010 00:00;34,28;26,88;3,36;75,48;8,61
10/08/2010 00:00;35,28;27,7;3,41;75,89;0
11/08/2010 00:00;34,41;28,23;3,16;77;0
